900 115762
786 138 62941612
358 900 63426552
366 302 25548809
580 428 5135001
148 570 585163
105 725 56396228
93 843 15845741
557 276 62606318
603 685 80753191
335 662 51258303
674 399 22636265
521 698 2110700
71 725 37199021
461 16 7883210
383 87 58608373
849 363 2502620
360 530 63040447
516 259 17968489
509 719 11410458
531 102 8269748
854 124 2240469
820 361 54055175
18 620 15190354
189 8 68932900
395 436 15281962
617 661 81196955
662 505 72983988
181 671 84915507
899 487 3626539
116 253 49242795
564 142 12146612
87 746 34101907
558 855 67420369
474 303 22739274
242 487 52510188
8 18 24563199
673 617 26870313
314 7 85259954
236 216 57617966
288 358 372051
69 597 28704934
350 833 61514638
775 631 1864168
864 681 38017735
201 862 60854407
562 390 44041969
446 106 46139198
692 129 67525888
266 388 83223548
402 36 49381759
624 145 89745954
125 126 28849789
477 500 24450448
28 620 46646205
231 390 67571410
347 376 12728588
179 80 39337002
362 154 70572261
173 438 7061674
687 611 22448667
567 97 76043874
439 424 51200140
606 358 76522555
597 386 64642296
203 699 52573483
870 73 55392409
271 594 90186827
201 718 86277180
495 817 81300415
464 195 27496268
563 58 17142924
485 715 42211096
38 75 31041761
146 404 85736871
400 709 26967636
664 654 75830153
647 398 12657960
267 31 42272337
415 732 52661629
712 631 84770776
29 96 79055096
737 895 65915069
606 250 6039127
840 759 12540268
261 253 37973720
828 198 88878853
100 362 88280756
850 458 67838097
83 516 8756064
220 482 33573464
445 38 29589380
37 242 35441869
464 417 60282587
407 798 45139623
448 380 19243727
714 384 81723239
420 389 67803646
75 357 22572593
44 720 18535967
122 809 76223344
256 516 5199697
707 425 78848530
783 64 24649272
450 310 51852851
109 475 23815113
106 249 82401710
631 437 23191757
633 738 77006781
598 819 57996609
493 846 74986844
383 452 54530700
752 607 66442241
493 203 6427066
496 208 11538285
74 405 59950217
272 880 46151016
637 166 11958069
653 418 52624009
414 356 37283874
525 319 29714133
748 665 7851405
3 492 72299731
645 220 1253611
868 622 34496093
781 628 70261937
315 235 50917416
131 666 9976220
561 30 81812852
718 117 46803053
241 684 41994854
201 493 72242967
308 771 80127362
283 266 73935129
170 82 19267615
119 528 40644794
411 580 52774008
640 702 15478504
399 736 49208408
309 713 15250507
430 876 14601735
401 832 20416278
623 768 57044722
757 30 57490586
436 321 46389982
565 49 25137010
692 457 5594223
322 523 65128239
492 462 27843216
22 489 72965777
830 480 28017398
257 541 17423461
228 494 88437138
185 78 35704750
470 273 45271074
34 676 34766568
207 534 81418146
275 842 73393466
143 558 59095319
791 833 6687538
879 193 87245312
780 576 71552404
835 186 50452458
683 620 29209509
107 875 4111560
93 102 23483483
342 838 58832294
739 90 79768901
821 844 52970333
523 400 7078234
68 202 517907
804 846 65928848
299 540 23405924
25 134 17488518
42 68 68063615
118 91 71456584
649 678 18423581
229 489 39484804
384 503 90110797
34 75 84708343
476 235 18385014
891 382 12687026
224 453 80419700
383 73 88696965
777 415 29646574
286 696 27351041
85 544 20236320
24 263 17583637
266 888 5967583
281 378 14829959
84 651 81941880
471 212 55404091
175 231 49240661
831 489 11062704
381 641 38557853
662 213 5072012
473 509 21683601
465 833 86646357
666 472 60457421
453 207 54546202
287 711 83732708
39 824 9566673
521 747 79759826
816 702 34677528
213 287 64975586
478 452 10523081
617 111 81783515
736 711 88241224
135 69 59853111
374 528 67652680
497 440 49120531
355 438 68567966
701 691 60007863
780 534 17590784
418 388 17556781
679 615 11916266
341 399 27259533
301 102 84894091
737 874 44188503
197 624 75530850
23 36 38070874
684 852 10846588
793 23 12408054
735 560 20815613
50 700 17315051
42 705 43560611
848 196 20482675
185 777 26080603
849 270 41548565
349 670 34089187
230 677 21618617
634 502 15659773
14 92 32118053
423 38 47666087
176 46 37846023
704 133 60211249
555 665 32830489
571 675 58918948
445 616 41229591
291 333 65057876
629 639 27479381
144 405 79681301
575 548 52008343
388 363 65077580
279 889 5906130
58 157 16527955
413 130 61321033
675 584 43129933
482 70 41155319
483 741 45167377
97 386 61388760
580 540 26390179
763 831 86047179
19 57 4466668
371 414 19399780
888 211 45147604
495 359 52017493
758 515 26863789
336 156 1721738
160 140 72155928
360 385 81104628
733 758 47639833
303 616 28693995
188 280 18940107
142 448 32324261
684 883 67930418
434 55 50610241
741 58 49783493
314 377 82858977
624 334 37223131
193 4 26200801
822 17 72468252
551 840 27354831
54 28 69933636
260 306 82130647
626 71 88089637
445 222 8367589
489 766 85475721
857 74 39517856
711 571 31298502
792 763 54328384
870 315 70588411
94 217 18931539
787 191 72306274
576 272 9546978
755 449 42052749
758 99 55246202
830 445 20020074
131 481 49999673
498 848 13793442
268 564 71699136
504 629 26555900
257 159 26810481
610 160 67401365
725 74 50145949
255 868 25727748
585 562 7458445
614 719 80873490
385 831 44879532
730 898 13803370
570 332 14118608
546 239 37857211
878 170 42187016
458 764 27861974
294 587 76473742
660 107 56597965
191 2 45351869
404 425 30819637
52 713 23760687
40 857 63970310
488 769 10311708
448 340 71017862
582 626 40679507
690 800 86717451
708 518 30894877
546 55 3278747
330 428 52995131
239 171 15017473
161 50 35248244
676 477 41518495
244 105 75512470
683 796 57267044
676 690 26728643
765 564 79065412
886 740 59397122
731 593 82351953
695 578 36826391
386 555 79764691
874 331 15505399
199 553 15365856
289 769 75909373
372 156 44488058
782 853 88155648
785 554 37482525
463 531 33103502
770 249 3935712
310 324 56091467
119 423 51645879
133 333 28905319
223 518 32814177
751 683 4744179
655 899 33344346
477 127 89313724
389 392 6362199
521 88 27586530
422 891 21604449
757 526 41979446
270 887 70460757
324 886 2968370
271 747 61623787
456 144 29425074
222 392 25140909
426 400 51572210
436 701 37631134
401 698 84974659
330 738 44192420
407 271 74787802
633 356 78062787
462 344 23740473
345 756 45566910
139 138 71059101
146 29 47405164
461 326 81862822
370 753 21815162
634 640 4564375
96 492 42929865
101 686 2882707
891 309 4773030
98 676 61957554
159 434 33202263
677 671 72894231
50 861 52435721
894 647 1035535
415 655 20730383
861 535 67745318
135 863 28020817
824 713 69514820
467 685 46062316
700 756 20644521
103 393 33017315
871 311 26879694
217 859 50509449
828 821 40228641
157 369 79607758
212 73 52727363
758 438 90039922
111 605 15211012
747 95 68046619
305 848 50357733
591 865 61316316
361 593 29631902
838 520 18455856
656 352 87045139
333 48 43521359
574 822 48956112
304 612 6138128
615 231 70887669
459 188 67003944
107 228 32569557
628 768 90556518
206 402 52556498
627 192 42267035
312 463 28341091
50 503 35591696
406 790 87055622
148 526 26091129
235 409 40823673
701 648 21433425
347 248 31578281
764 853 44599337
351 424 88889270
595 29 1878845
538 855 71126120
274 276 74322668
45 36 24995090
521 173 79809825
771 320 35417784
284 693 22745255
61 830 33600084
481 514 43194932
447 436 55719739
446 638 51841139
756 753 45597501
10 739 58038030
378 232 9789155
128 765 39408223
183 752 24193125
744 785 1673993
416 643 7464574
87 35 44776460
370 244 17985644
778 725 59794418
751 15 83779717
375 628 36089504
189 894 5102649
686 375 27391348
343 407 73945527
401 828 9130356
441 354 22027691
384 388 22718453
767 845 84878635
689 436 54926708
90 492 56785022
321 368 83306981
434 764 73589564
477 148 30465344
362 373 60558209
481 387 53604352
550 343 13231431
203 450 37030567
571 466 60604859
884 847 8049733
514 567 80834368
449 20 58579640
128 15 44946532
223 191 75021998
332 699 24281739
656 613 47960236
469 736 13070862
803 389 81215513
414 750 47735532
295 116 69035382
617 427 36915262
788 536 23291056
873 531 36409632
704 187 65619093
85 295 75697255
387 670 12996969
408 467 2493844
595 276 77317926
855 165 26982460
628 50 88073982
532 665 25873012
44 569 48399201
542 129 15033287
735 741 48598067
650 285 66817236
723 427 61063770
851 805 15119757
81 588 43980006
202 647 64351699
14 26 48745282
270 372 89197453
259 595 40921835
93 800 86451691
245 629 33688377
413 900 74784298
365 383 51200429
703 176 72248151
608 340 21462456
835 39 18914801
415 592 58709828
813 476 8049101
312 336 89464504
876 40 83825465
23 298 21111741
215 525 66515655
898 560 73362090
259 150 55921729
564 171 82482525
365 873 35022860
597 614 87456413
334 751 30116806
623 62 45205544
685 728 23686096
590 269 44547190
766 129 31978490
85 321 70970026
151 772 65547010
626 308 1197808
197 844 62421513
122 683 44182705
134 158 59504664
750 348 25796820
326 389 36135624
214 398 28332233
213 435 77352500
877 873 52863958
486 859 89872574
507 60 31648151
822 112 30280193
261 333 17907617
285 565 24257485
640 241 65640878
580 812 34974101
446 62 15115497
101 12 65253434
878 183 74755406
717 649 48082063
664 671 73148210
532 300 44276589
474 139 41025753
307 274 70186644
827 703 65291591
337 771 48547759
896 697 5331358
619 533 14360221
693 159 66562686
847 652 60471055
336 152 19037407
208 53 60145958
290 55 226609
79 401 77086835
463 349 68299643
191 576 2081070
786 437 22879962
250 304 10008438
142 259 44572253
685 865 29992978
602 147 75955647
863 185 6505896
782 365 35728063
62 26 190920
39 264 50568991
220 624 52413946
481 597 184915
191 666 13627469
596 695 65418349
657 354 71259443
146 358 73971629
256 376 86785859
170 301 89223046
83 809 34283171
332 197 16252275
110 57 11548848
130 454 25146088
889 410 86609174
549 503 60945196
453 204 37639033
665 264 24709062
137 549 30404529
123 681 29296146
846 77 61765008
362 541 17373079
770 548 16741821
389 5 74788326
648 732 29833342
655 596 54312276
19 94 59507
75 886 5449442
790 34 10226029
652 556 62955844
630 813 87113673
585 248 13993861
267 331 65974761
720 170 57495216
776 43 52595077
851 163 13146995
515 480 72661505
514 758 56420437
379 611 39065895
870 839 17033898
528 125 22572043
893 630 30936152
129 560 86865201
727 158 67895562
861 23 89825451
586 752 70442618
49 180 17163607
486 83 54128117
335 507 8931704
585 83 87159566
587 253 38513232
571 244 65089917
572 523 2946753
11 778 3045068
866 626 60096839
132 148 28829316
302 51 88135402
708 638 40266379
532 42 3556283
148 220 42954761
375 345 59340979
353 203 68240871
180 39 4316592
844 513 61862432
499 770 61410912
415 423 48925652
504 656 46151474
329 580 22910356
51 231 11030308
533 632 5159329
184 30 48236014
527 407 24714579
844 449 73001398
841 661 6507329
173 77 65532011
334 357 56271534
509 735 25549390
570 449 73055457
258 572 38211787
228 686 20416823
815 851 19778770
770 729 57145478
389 251 69014556
360 750 70798290
126 568 84493060
524 745 44792257
878 595 61171208
767 41 23140703
700 848 41421547
686 271 85773029
229 497 89287122
118 17 25568088
281 370 56010548
888 573 18599644
263 124 79496235
836 397 35652425
377 696 34468113
322 578 2829036
225 235 78897366
236 295 64034862
324 841 36511310
456 32 87097646
838 504 4604126
24 749 63653350
720 612 4146407
213 363 78815236
840 121 81487381
678 191 19889881
689 474 269023
571 92 46097779
227 222 6801126
870 835 20960438
546 802 88039445
23 605 68238006
424 532 19004512
537 658 82540077
466 231 17469193
638 826 40880124
422 150 54812583
702 441 13475479
43 404 85847917
28 21 52210594
899 674 77226910
520 732 51430680
791 58 37047927
458 357 62295291
863 848 47986486
245 603 54941518
59 365 81165068
337 299 23915628
6 33 28833322
183 300 52693585
266 482 1931891
548 147 3091123
673 440 90208477
622 186 8682763
457 628 9885328
865 639 75777267
765 752 7801593
402 147 52554141
573 755 47923073
108 305 16197750
281 271 44106862
101 6 63174385
370 836 42078659
68 296 24878317
183 703 12932358
226 665 14391502
745 393 38882404
188 346 64846006
859 123 20429886
766 331 64181960
10 358 35776748
783 191 6992692
210 318 88004446
542 801 74494884
414 540 20160772
750 396 22118308
499 218 37044815
530 784 23798256
189 847 50814469
681 543 72824947
108 246 80731124
602 869 29358069
708 789 36851405
477 164 31534050
184 715 85533981
592 514 14157102
439 540 20136150
374 429 9565852
330 341 8656553
775 134 19494167
410 531 32811910
589 377 81027288
288 362 51621919
664 20 85702474
603 348 23342316
99 737 77111432
827 389 8213883
4 439 79987304
373 593 25968791
683 345 36128935
785 699 57250035
695 807 47383336
510 219 43001975
182 459 87149839
597 513 19436150
881 630 30721924
425 237 86813170
246 205 82969313
199 631 70839531
688 619 44179053
780 293 75662296
149 294 64237007
714 669 77389397
203 779 45615347
878 267 70033494
94 464 54000002
172 828 14249510
343 572 17304975
121 806 38103425
500 179 48978435
607 521 13398531
64 767 43302615
252 393 82577455
327 187 45099739
550 408 71106967
28 721 16408822
128 110 76503328
893 213 53880291
104 93 70118859
150 442 38177328
438 900 75232876
266 418 67741752
263 62 1528020
828 759 50134005
414 78 58742016
698 637 71351056
152 581 53462145
661 864 32852541
361 273 49762337
842 216 80973270
309 526 42670755
366 257 32429934
511 724 64374453
286 239 83447054
384 506 34337795
779 408 30161585
573 291 61733258
335 686 82714337
780 720 82055170
618 492 22982710
359 522 22447506
454 318 89047097
597 695 65913929
790 851 88479684
206 894 65663220
406 544 53224523
106 344 68151431
440 52 48899981
838 383 38935803
736 731 69810536
60 264 56164487
321 733 31396774
99 454 6018185
278 542 1974887
21 711 58761074
33 800 30508489
43 263 54862292
506 746 697449
820 701 77066205
341 137 85613130
345 423 14654931
215 747 26660145
10 600 19237751
332 441 48520067
755 11 73583614
244 562 72994800
28 30 83439291
536 56 46028264
565 573 30019135
245 431 58874114
329 214 77705206
474 719 73169191
218 777 30653239
708 808 69628817
767 703 36086771
396 413 67802822
168 241 88602422
389 716 68675522
2 683 16984285
397 54 36135661
112 515 87307269
280 208 17919831
10 633 23980079
761 878 46024316
129 389 86532843
166 716 47679691
336 270 42258304
467 705 61309192
516 247 12883975
255 293 72381003
825 859 78011502
489 593 523143
442 31 31073995
24 895 22211480
124 756 79882660
779 96 14123061
376 463 46942916
849 120 49239159
503 232 48564255
750 282 67125204
324 770 85284279
40 79 41205261
810 91 73891194
134 701 8041614
786 806 20470213
763 521 23286261
190 370 74092347
511 834 46814313
663 562 21392642
692 462 17731278
538 37 35611466
511 378 9206777
70 861 71950354
104 747 80206405
588 597 50163390
761 397 77213532
203 584 45167377
862 36 87330884
123 36 67702
894 687 35991570
474 306 24358205
624 463 64582234
270 507 12537894
86 867 15762327
336 310 52140643
186 318 53007511
295 814 55644189
199 158 53910459
168 703 61490884
316 325 84908339
503 193 53083594
524 339 30413201
25 134 11207792
311 276 10059995
524 838 81233109
611 869 47181895
286 398 14526213
307 708 33580016
81 368 48664267
163 682 82750867
135 515 26671964
40 266 46901181
515 653 10725096
64 840 8075545
1 481 28159680
181 877 78196335
682 251 5119994
185 795 90156459
434 517 4912195
232 787 10088773
479 649 12518755
285 740 79185979
136 323 52090871
42 643 57032434
23 274 84583001
800 231 41336965
221 860 17403216
188 464 52391896
782 423 898360
39 257 28449333
638 656 82172370
159 28 70175606
248 125 33646616
63 202 15739555
270 176 72504614
2 373 15364320
370 452 63425799
364 67 20665143
698 13 65216055
739 302 45054273
297 68 36220269
694 547 36872327
79 333 29943049
381 825 67350889
408 591 59765233
235 285 58769446
57 600 12927448
446 333 10596149
125 719 27184992
370 391 33105028
513 32 82225249
45 313 45462574
864 636 88006274
504 864 21963715
775 707 39238459
500 666 45960779
705 23 15313541
790 314 15377465
748 12 48848414
251 356 78099955
445 667 6927691
568 756 75683570
552 677 89207854
6 357 36605670
265 591 38234878
186 803 55291618
235 721 80371423
166 447 67726889
33 112 55955614
218 544 33407039
863 278 47910556
619 490 48849858
657 363 54096609
575 320 6733223
692 899 63592770
206 474 30007764
770 524 23315033
854 885 7023670
137 70 82451562
55 188 84220695
428 847 7782202
403 854 49121813
553 790 79656771
844 613 37883726
97 81 35021307
804 242 45429984
414 33 71413354
667 780 20524831
880 255 81043994
524 192 64636164
254 194 52180957
634 375 78690548
234 169 82673756
597 273 75162443
222 292 4348614
870 241 67165292
639 411 25190446
582 768 34885764
413 716 88082673
34 801 77994628
672 823 66148894
72 827 79253587
660 101 71765345
100 344 72490306
350 304 23978431
415 678 23413502
601 894 63971647
160 770 39629724
212 791 75074848
721 755 59804177
886 526 84391077
450 589 1158555
432 812 63133871
673 232 4547846
21 778 64888851
446 267 44865203
590 277 26186642
301 591 62668860
710 618 36984554
646 392 34784059
491 269 47654098
547 116 25255997
806 643 44885611
618 688 83983101
630 302 49035350
130 472 62827112
441 817 31925052
802 500 35522144
793 866 65073507
586 242 7270503
596 741 432565
671 125 48685052
416 676 24079205
322 405 27892017
898 131 21420144
874 861 22218744
363 79 79207379
585 420 27786162
562 857 33132145
650 681 59804081
643 413 55770740
617 851 43487416
723 588 5224165
524 785 43364838
433 88 36835947
844 540 16080909
329 317 25189685
773 68 67578743
344 36 57347239
778 626 78012191
798 17 55696755
750 794 6973285
802 726 8810085
95 846 2200000
342 551 82876559
198 844 5326344
383 597 13916534
244 150 8576144
828 509 51244118
815 321 31080397
384 259 46832713
31 179 7862483
714 65 78328099
301 547 48768246
444 268 82570011
166 270 31938155
709 659 26296488
496 641 49965936
725 457 20464749
670 391 5872649
440 437 55433611
672 210 89375773
214 393 12441758
273 651 20825225
285 429 20786076
387 463 55674451
426 899 44597637
63 638 47380236
379 326 32953350
853 760 35844123
727 845 35283383
215 104 66088503
731 787 31572230
10 203 85517204
842 545 299607
747 439 73718004
354 881 110419
19 538 77517845
253 251 11676788
335 502 9646657
412 827 42796410
693 348 13147997
35 667 46013713
820 819 58541344
782 52 87375956
711 508 31351696
377 290 66105007
21 241 14821743
84 582 24142879
850 619 3501105
443 50 11298547
693 178 76310825
203 64 36623147
615 733 86998894
202 136 22189228
226 76 29317357
719 473 9950844
823 832 51197394
47 620 48824027
234 271 85100543
840 714 9964879
785 414 10667915
478 272 34228525
837 104 90225480
412 339 74293933
835 186 75482668
683 419 28696636
804 675 15247218
583 525 41726734
369 211 56545978
95 579 89427463
750 425 79680468
528 844 4794404
202 162 71570150
430 62 21744695
93 173 32226670
882 265 53453110
521 495 58486299
274 855 17979675
790 150 42088123
715 704 26668458
205 856 90779306
42 521 40648423
671 874 25132421
710 594 29485650
27 835 87127182
603 542 66646857
743 684 22156602
613 511 8461757
263 351 17337815
313 796 59084184
566 38 79305015
602 809 52518160
462 115 66726882
529 30 56167727
839 459 73733024
490 753 37103293
736 496 13012275
636 871 48406418
97 141 77835096
704 560 13194180
106 222 89454022
653 533 15150958
90 138 45748403
745 443 40395252
465 363 66424650
246 703 27778800
180 662 15022052
850 441 85896795
844 525 18225165
108 90 5079858
822 178 41891513
327 256 39025377
85 507 39022555
653 42 66145380
39 234 84254869
1 626 73481743
679 87 23939519
815 370 82422529
25 651 53378654
696 203 17607589
344 417 44403794
703 646 37978936
254 244 4401359
153 497 75226897
727 746 22945202
709 279 13169773
742 88 54158123
340 279 53281300
430 304 24545199
241 162 24699371
250 21 53899381
218 453 48377117
473 183 30055274
644 802 13347103
226 466 55041201
67 337 82772864
612 50 38979703
55 102 11522382
270 33 16501080
475 623 76929233
507 477 88320041
170 300 81381098
632 29 60735543
128 686 87547361
233 116 5656763
409 302 38512021
651 787 21361278
333 501 81319612
684 78 16625473
537 652 86587746
280 352 24929088
868 791 22776366
73 193 38305316
106 371 1909280
179 764 42342843
672 141 45765562
89 367 41607308
426 386 53037195
414 780 63356250
119 702 62449500
860 287 80656978
751 447 7415445
596 468 67316738
188 677 85606135
52 300 8542652
452 18 23036667
314 576 52574733
264 869 86332249
3 759 57396327
896 732 80200822
333 215 74128221
129 591 36492470
659 380 22923555
492 780 30367835
553 322 14368905
733 587 16365983
569 101 10120135
421 13 89342400
159 232 6889364
226 566 66881364
101 404 62745560
495 641 69490140
730 639 88463576
140 296 70103856
642 496 55634288
254 802 60943886
33 587 22135847
372 483 60985739
639 851 67375072
302 535 6758144
230 430 46659577
286 340 79147800
759 105 87888299
778 387 43141542
287 142 24990261
431 456 24959365
587 490 51819122
112 172 7875167
760 861 51471451
263 76 19588726
443 447 74069328
30 89 52274742
473 883 63638703
654 206 69197168
684 433 24402128
304 15 16612479
316 869 52873555
722 486 81917509
118 719 60987283
482 222 82587205
112 814 65135789
443 882 13452450
662 596 12059700
745 524 67994667
630 789 1182311
177 692 89158587
393 477 18774514
365 28 80509307
223 849 3458247
632 607 40031216
110 14 68051439
424 427 66686343
486 267 31142905
802 561 45527662
610 432 24563564
473 302 28900018
718 198 73309917
458 585 13820393
147 831 27386938
153 765 82568643
133 416 47794984
890 641 5688641
139 817 18382419
464 831 24419637
497 697 24933726
869 376 19619233
469 601 59051094
303 244 63235454
354 215 29648292
612 268 60456932
452 24 64494179
543 262 70727256
381 412 61167071
332 180 24257354
424 302 40894105
300 282 64115408
678 66 75496755
838 351 78841841
783 505 63573800
430 36 27821613
697 461 33374368
593 446 3559054
597 103 12769697
222 402 9616272
15 686 78165572
218 36 70453871
314 547 56808562
776 178 45525049
25 556 86037877
6 384 2164934
583 679 83808706
738 464 26119381
679 130 64533274
57 601 25145236
524 458 31694338
407 417 73335401
126 338 62906266
632 856 26660153
718 843 61119118
60 712 32751642
13 3 43422179
355 417 70348789
378 876 51825127
709 516 89973081
271 115 577079
623 17 40295713
639 627 87751170
27 238 63543909
582 273 41657773
759 256 85358940
890 595 13151532
399 275 47049219
148 739 29281537
642 431 80723752
617 622 1066421
60 779 3606732
253 636 13022350
759 850 27349707
554 460 19662991
292 486 30459285
269 497 52494139
134 50 44512334
4 113 36549986
499 669 84261471
734 59 78002772
645 611 11319901
110 474 68836504
42 181 17067271
567 38 18534081
303 111 13067002
564 344 4808912
700 434 17982145
281 330 74121194
126 492 7922234
232 790 38796766
327 272 44846156
681 814 79247675
401 184 76499946
822 658 40871337
635 229 9775433
375 223 68040231
98 107 15719462
194 748 47602167
180 368 6858645
79 600 34650608
400 611 40765394
21 468 90214265
483 178 25929474
895 548 57402787
420 258 35554632
307 43 58697411
197 819 74418198
182 589 53893132
363 775 74301775
77 14 3313800
25 666 8333006
593 817 76862854
109 796 81755830
355 268 49426021
777 163 60275251
17 712 53983763
319 624 26576920
735 547 19804551
41 447 80181638
33 564 50971283
161 321 20107082
807 63 20004953
578 231 80257889
820 774 67242504
16 474 13990705
553 348 52068341
759 51 16437908
828 571 43947578
416 33 71249281
66 227 30353624
218 511 27247632
775 131 48307591
666 353 52913886
466 13 59172890
147 624 14164216
365 874 67715663
802 137 12272647
8 525 70011144
58 76 39526498
291 271 81422741
308 694 39956014
355 493 20079198
260 128 71417849
765 855 26227343
598 763 43234245
738 528 31881919
634 664 10100520
583 541 36041356
440 399 27811749
214 41 88502200
887 326 84315489
310 632 63295598
645 865 10906732
63 254 7983916
657 617 3846268
575 326 81016372
652 70 79485741
153 105 30828024
504 374 87471062
858 761 23480202
179 242 8863433
311 649 45819887
636 590 54687090
556 877 48056572
609 854 59884654
167 644 9160268
259 101 86398670
836 364 89231340
748 58 87140804
14 809 61885982
735 447 60040727
480 683 11095260
626 199 15829903
281 383 62312202
279 733 21664874
897 647 13690364
255 53 32641232
809 551 60122858
274 840 4112666
393 756 44219942
381 125 15235336
257 33 32457861
13 332 7293705
23 146 15213907
854 371 86507004
587 23 68425982
625 33 46343263
515 547 69814915
876 473 88762491
146 712 20993322
481 601 53029569
104 590 37400969
783 189 80866904
808 657 24624374
279 830 5883979
900 826 32714035
92 549 29503524
824 29 19278433
123 512 38053486
180 895 73140560
735 177 51208518
272 616 28547940
617 132 82631849
302 658 24843534
892 847 50542763
456 859 52167948
191 721 19117428
729 713 2170825
361 853 38976881
508 637 13603156
403 778 74318004
417 422 30352015
758 334 85312269
309 344 54863951
656 524 4439320
77 55 60326152
791 692 22556071
59 659 18407602
133 463 31475444
71 388 24059837
128 546 32374309
411 429 13556137
851 466 72590445
679 854 51496422
455 722 42837944
285 812 75245473
147 662 71750604
306 888 64633524
879 11 58419270
631 70 35279326
420 289 64010209
692 618 8039379
266 612 41821357
479 713 69060096
112 348 36845178
449 240 6543678
755 562 4736468
351 638 76060734
867 743 46453180
718 466 71644165
408 608 16646829
684 313 21172961
857 838 75363576
168 266 12433795
276 897 29426727
9 485 42255636
855 571 81289744
823 503 31039879
176 376 56419907
720 218 43844600
374 245 57019087
84 114 51710441
357 82 31913830
117 105 86373551
310 853 71761640
591 724 49220769
132 550 27171823
336 65 62347787
739 371 51147999
100 582 13828498
16 320 70042675
881 620 73057073
706 449 77488510
404 478 84297439
202 776 47677275
546 449 63771713
531 582 48527588
156 484 51145160
515 851 48826718
527 395 52418694
335 228 15571822
444 137 78202586
151 565 90263993
496 419 23451891
231 25 19766187
880 316 2515081
166 351 35691996
770 637 48035329
439 352 83696981
886 577 61844786
238 289 61512685
682 695 40854657
367 812 82534224
725 336 53227093
663 248 65016085
419 327 56455252
372 851 60232931
510 733 30666747
109 497 89673064
326 805 5147863
887 15 47967619
410 266 34260852
512 862 69115552
196 573 60058545
892 800 25543301
441 649 47480406
310 511 54075154
14 684 31175157
483 359 66222399
423 574 27970767
162 54 82927687
191 506 70102144
816 683 27941587
774 855 36953525
294 497 9336407
897 744 66767240
530 882 17222844
465 82 82107263
373 739 36867770
272 392 25489104
115 668 40361607
865 341 50133993
1 418 15039875
644 523 62500818
345 210 87668441
219 484 38308828
629 109 89362278
429 496 60147440
228 155 53601306
123 460 56548766
570 506 25536627
361 727 46445857
604 870 88804594
321 216 22181228
645 96 27314473
180 201 39238802
442 753 39110078
399 275 61468442
643 477 20886091
266 420 38842834
311 586 38838091
832 63 89846688
275 508 62502056
316 329 48459114
614 312 51293558
681 687 72218542
578 151 43097529
79 204 71465719
753 614 28695719
126 581 75225148
549 325 64000567
546 628 52102350
408 502 35354042
309 808 88869802
620 777 86706688
554 789 17507873
47 255 79141048
137 206 22821498
367 776 74316012
332 856 20263749
708 886 29565356
652 201 38291548
784 505 75518241
53 475 5282227
709 151 54963221
296 217 47937414
39 648 50712180
436 123 89251807
753 724 68653573
40 39 67697931
732 369 43732358
447 744 41403258
131 872 11592730
648 107 31881077
99 200 61885271
350 281 36550712
408 765 57634237
408 118 58154986
618 860 33360035
344 674 77079680
333 533 81719219
172 183 30985132
737 810 7281505
672 96 3160935
853 327 39099820
621 881 35266973
27 166 55277213
25 381 19323973
202 734 3383657
884 135 82428881
511 666 83322091
848 286 67154205
92 836 61577019
621 821 74036472
791 59 83311892
529 119 9397083
279 359 65669588
484 692 41076128
557 282 66679195
785 899 12033178
800 350 5227411
27 858 58808445
534 320 4640158
316 550 9150827
776 128 29006586
145 45 59775777
93 627 32240965
535 280 72440918
235 639 26332048
727 427 30736310
799 795 8387577
427 126 18338004
873 518 26965912
586 184 2028073
465 526 86270360
207 349 4245030
475 750 54091296
130 237 32978076
867 582 66951222
497 461 82425019
25 271 51898984
847 734 36304975
90 810 80170762
792 722 49853114
141 631 65227405
771 20 40491260
286 876 73566914
350 540 26573146
134 241 5298894
493 134 54874161
636 655 73096708
466 666 7327676
628 891 18184101
374 511 46188746
852 13 60073955
874 326 87521138
774 879 68393287
219 229 7396373
163 405 20302512
218 74 71893464
586 108 10585729
707 635 69212964
256 333 63647327
194 61 72838209
689 677 35002499
337 695 36786323
382 596 20259342
238 482 26513281
893 196 63846060
699 404 13960408
536 620 59691412
357 450 14418827
449 531 56996597
415 420 81514977
182 9 15294169
297 605 23405052
582 846 58497158
665 873 90463257
570 471 9380251
319 713 31975343
820 158 26973205
290 839 26882000
35 666 6517039
720 508 9158723
285 434 9468679
609 71 35290902
43 137 52698815
68 741 24075409
200 120 70473545
693 664 29178925
457 477 66541660
369 270 16465824
289 308 89257893
724 70 3060065
522 753 57337061
217 287 14005723
151 307 10436952
440 669 68180600
499 505 80269517
306 209 79061457
292 388 15702201
149 545 13727936
69 789 36093058
393 18 77980519
721 730 87226098
591 552 79717519
351 246 27623965
170 94 82970471
4 851 87085302
60 417 74950897
626 820 13449999
456 887 72356218
12 729 66339320
31 190 71445343
315 128 14639087
338 448 73156663
506 211 25284882
553 741 13957885
150 443 20238119
411 866 59146161
254 724 69225414
891 338 64289564
248 115 79175462
836 821 12890646
101 758 38213215
385 814 77251102
861 604 48721175
285 155 44176986
612 140 14255150
724 137 81885912
877 240 64541139
307 794 25148811
75 327 43430323
407 392 45576220
534 461 26883350
766 157 5359623
734 887 54476065
660 215 31994728
180 890 25483569
459 818 15649959
294 426 1660606
271 523 24256210
